Vehicle,PaymentYear,TotalPayment
Volkswagen ID.4 AWD ProAutomatic (A1),2,20602.0
Volkswagen ID.4 AWD ProAutomatic (A1),3,30903.0
Volkswagen ID.4 AWD ProAutomatic (A1),4,41204.0
Volkswagen ID.4 AWD ProAutomatic (A1),5,51505.0
Volkswagen ID.4 AWD ProAutomatic (A1),6,52824.0
Volkswagen ID.4 AWD ProAutomatic (A1),7,54143.0
Volkswagen ID.4 AWD ProAutomatic (A1),8,55462.0
Volkswagen ID.4 AWD ProAutomatic (A1),9,56781.0
Volkswagen ID.4 AWD ProAutomatic (A1),10,58100.0
Volkswagen ID.4 AWD ProAutomatic (A1),11,59419.0
Volkswagen ID.4 AWD ProAutomatic (A1),12,60738.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),1,12219.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),2,24438.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),3,36657.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),4,48876.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),5,61095.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),6,62414.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),7,63733.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),8,65052.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),9,66371.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),10,67690.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),11,69009.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),12,70328.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),1,1319.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),2,2638.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),3,3957.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),4,5276.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),5,6595.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),6,7914.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),7,9233.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),8,10552.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),9,11871.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),10,13190.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),11,14509.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),12,15828.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),1,12399.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),2,24798.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),3,37197.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),4,49596.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),5,61995.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),6,63314.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),7,64633.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),8,65952.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),9,67271.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),10,68590.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),11,69909.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),12,71228.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),1,12319.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),2,24638.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),3,36957.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),4,49276.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),5,61595.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),6,62914.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),7,64233.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),8,65552.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),9,66871.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),10,68190.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),11,69509.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),12,70828.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),1,12414.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),2,24828.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),3,37242.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),4,49656.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),5,62070.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),6,63389.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),7,64708.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),8,66027.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),9,67346.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),10,68665.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),11,69984.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),12,71303.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),1,29117.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),2,58234.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),3,87351.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),4,116468.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),5,145585.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),6,146904.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),7,148223.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),8,149542.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),9,150861.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),10,152180.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),11,153499.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),12,154818.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),1,1369.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),2,2738.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),3,4107.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),4,5476.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),5,6845.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),6,8214.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),7,9583.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),8,10952.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),9,12321.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),10,13690.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),11,15059.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),12,16428.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),1,21831.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),2,43662.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),3,65493.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),4,87324.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),5,109155.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),6,110524.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),7,111893.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),8,113262.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),9,114631.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),10,116000.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),11,117369.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),12,118738.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),1,12979.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),2,25958.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),3,38937.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),4,51916.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),5,64895.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),6,66264.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),7,67633.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),8,69002.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),9,70371.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),10,71740.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),11,73109.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),12,74478.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),1,14549.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),2,29098.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),3,43647.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),4,58196.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),5,72745.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),6,74114.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),7,75483.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),8,76852.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),9,78221.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),10,79590.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),11,80959.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),12,82328.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),1,11251.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),2,22502.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),3,33753.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),4,45004.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),5,56255.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),6,57624.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),7,58993.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),8,60362.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),9,61731.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),10,63100.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),11,64469.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),12,65838.0
Audi Q4 e-tron quattroAutomatic (A1),1,12869.0
Audi Q4 e-tron quattroAutomatic (A1),2,25738.0
Audi Q4 e-tron quattroAutomatic (A1),3,38607.0
Audi Q4 e-tron quattroAutomatic (A1),4,51476.0
Audi Q4 e-tron quattroAutomatic (A1),5,64345.0
Audi Q4 e-tron quattroAutomatic (A1),6,65714.0
Audi Q4 e-tron quattroAutomatic (A1),7,67083.0
Audi Q4 e-tron quattroAutomatic (A1),8,68452.0
Audi Q4 e-tron quattroAutomatic (A1),9,69821.0
Audi Q4 e-tron quattroAutomatic (A1),10,71190.0
Audi Q4 e-tron quattroAutomatic (A1),11,72559.0
Audi Q4 e-tron quattroAutomatic (A1),12,73928.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),1,13429.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),2,26858.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),3,40287.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),4,53716.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),5,67145.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),6,68514.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),7,69883.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),8,71252.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),9,72621.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),10,73990.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),11,75359.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),12,76728.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),1,25191.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),2,50382.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),3,75573.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),4,100764.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),5,125955.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),6,127324.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),7,128693.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),8,130062.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),9,131431.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),10,132800.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),11,134169.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),12,135538.0
Ford Mustang Mach-E AWDAutomatic (A1),1,11729.0
Ford Mustang Mach-E AWDAutomatic (A1),2,23458.0
Ford Mustang Mach-E AWDAutomatic (A1),3,35187.0
Ford Mustang Mach-E AWDAutomatic (A1),4,46916.0
Ford Mustang Mach-E AWDAutomatic (A1),5,58645.0
Ford Mustang Mach-E AWDAutomatic (A1),6,60014.0
Ford Mustang Mach-E AWDAutomatic (A1),7,61383.0
Ford Mustang Mach-E AWDAutomatic (A1),8,62752.0
Ford Mustang Mach-E AWDAutomatic (A1),9,64121.0
Ford Mustang Mach-E AWDAutomatic (A1),10,65490.0
Ford Mustang Mach-E AWDAutomatic (A1),11,66859.0
Ford Mustang Mach-E AWDAutomatic (A1),12,68228.0
Mazda MX-30Automatic (A1),1,8665.0
Mazda MX-30Automatic (A1),2,17330.0
Mazda MX-30Automatic (A1),3,25995.0
Mazda MX-30Automatic (A1),4,34660.0
Mazda MX-30Automatic (A1),5,43325.0
Mazda MX-30Automatic (A1),6,44694.0
Mazda MX-30Automatic (A1),7,46063.0
Mazda MX-30Automatic (A1),8,47432.0
Mazda MX-30Automatic (A1),9,48801.0
Mazda MX-30Automatic (A1),10,50170.0
Mazda MX-30Automatic (A1),11,51539.0
Mazda MX-30Automatic (A1),12,52908.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),1,1419.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),2,2838.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),3,4257.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),4,5676.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),5,7095.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),6,8514.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),7,9933.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),8,11352.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),9,12771.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),10,14190.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),11,15609.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),12,17028.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),1,1419.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),2,2838.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),3,4257.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),4,5676.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),5,7095.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),6,8514.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),7,9933.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),8,11352.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),9,12771.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),10,14190.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),11,15609.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),12,17028.0
Polestar 2 Dual MotorAutomatic (A1),1,11399.0
Polestar 2 Dual MotorAutomatic (A1),2,22798.0
Polestar 2 Dual MotorAutomatic (A1),3,34197.0
Polestar 2 Dual MotorAutomatic (A1),4,45596.0
Polestar 2 Dual MotorAutomatic (A1),5,56995.0
Polestar 2 Dual MotorAutomatic (A1),6,58414.0
Polestar 2 Dual MotorAutomatic (A1),7,59833.0
Polestar 2 Dual MotorAutomatic (A1),8,61252.0
Polestar 2 Dual MotorAutomatic (A1),9,62671.0
Polestar 2 Dual MotorAutomatic (A1),10,64090.0
Polestar 2 Dual MotorAutomatic (A1),11,65509.0
Polestar 2 Dual MotorAutomatic (A1),12,66928.0
Volvo C40 Recharge twinAutomatic (A1),1,13169.0
Volvo C40 Recharge twinAutomatic (A1),2,26338.0
Volvo C40 Recharge twinAutomatic (A1),3,39507.0
Volvo C40 Recharge twinAutomatic (A1),4,52676.0
Volvo C40 Recharge twinAutomatic (A1),5,65845.0
Volvo C40 Recharge twinAutomatic (A1),6,67264.0
Volvo C40 Recharge twinAutomatic (A1),7,68683.0
Volvo C40 Recharge twinAutomatic (A1),8,70102.0
Volvo C40 Recharge twinAutomatic (A1),9,71521.0
Volvo C40 Recharge twinAutomatic (A1),10,72940.0
Volvo C40 Recharge twinAutomatic (A1),11,74359.0
Volvo C40 Recharge twinAutomatic (A1),12,75778.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),1,18059.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),2,36118.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),3,54177.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),4,72236.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),5,90295.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),6,91714.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),7,93133.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),8,94552.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),9,95971.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),10,97390.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),11,98809.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),12,100228.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),1,18059.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),2,36118.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),3,54177.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),4,72236.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),5,90295.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),6,91714.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),7,93133.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),8,94552.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),9,95971.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),10,97390.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),11,98809.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),12,100228.0
Volvo XC40 Recharge twinAutomatic (A1),1,13099.0
Volvo XC40 Recharge twinAutomatic (A1),2,26198.0
Volvo XC40 Recharge twinAutomatic (A1),3,39297.0
Volvo XC40 Recharge twinAutomatic (A1),4,52396.0
Volvo XC40 Recharge twinAutomatic (A1),5,65495.0
Volvo XC40 Recharge twinAutomatic (A1),6,66964.0
Volvo XC40 Recharge twinAutomatic (A1),7,68433.0
Volvo XC40 Recharge twinAutomatic (A1),8,69902.0
Volvo XC40 Recharge twinAutomatic (A1),9,71371.0
Volvo XC40 Recharge twinAutomatic (A1),10,72840.0
Volvo XC40 Recharge twinAutomatic (A1),11,74309.0
Volvo XC40 Recharge twinAutomatic (A1),12,75778.0
Ford Mustang Mach-E GTAutomatic (A1),1,13868.0
Ford Mustang Mach-E GTAutomatic (A1),2,27736.0
Ford Mustang Mach-E GTAutomatic (A1),3,41604.0
Ford Mustang Mach-E GTAutomatic (A1),4,55472.0
Ford Mustang Mach-E GTAutomatic (A1),5,69340.0
Ford Mustang Mach-E GTAutomatic (A1),6,70809.0
Ford Mustang Mach-E GTAutomatic (A1),7,72278.0
Ford Mustang Mach-E GTAutomatic (A1),8,73747.0
Ford Mustang Mach-E GTAutomatic (A1),9,75216.0
Ford Mustang Mach-E GTAutomatic (A1),10,76685.0
Ford Mustang Mach-E GTAutomatic (A1),11,78154.0
Ford Mustang Mach-E GTAutomatic (A1),12,79623.0
Porsche Taycan GTSAutomatic (A2),1,27749.0
Porsche Taycan GTSAutomatic (A2),2,55498.0
Porsche Taycan GTSAutomatic (A2),3,83247.0
Porsche Taycan GTSAutomatic (A2),4,110996.0
Porsche Taycan GTSAutomatic (A2),5,138745.0
Porsche Taycan GTSAutomatic (A2),6,140214.0
Porsche Taycan GTSAutomatic (A2),7,141683.0
Porsche Taycan GTSAutomatic (A2),8,143152.0
Porsche Taycan GTSAutomatic (A2),9,144621.0
Porsche Taycan GTSAutomatic (A2),10,146090.0
Porsche Taycan GTSAutomatic (A2),11,147559.0
Porsche Taycan GTSAutomatic (A2),12,149028.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),1,18109.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),2,36218.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),3,54327.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),4,72436.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),5,90545.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),6,92014.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),7,93483.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),8,94952.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),9,96421.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),10,97890.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),11,99359.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),12,100828.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),1,1469.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),2,2938.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),3,4407.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),4,5876.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),5,7345.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),6,8814.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),7,10283.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),8,11752.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),9,13221.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),10,14690.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),11,16159.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),12,17628.0
Audi e-tron GTAutomatic (A2),1,23389.0
Audi e-tron GTAutomatic (A2),2,46778.0
Audi e-tron GTAutomatic (A2),3,70167.0
Audi e-tron GTAutomatic (A2),4,93556.0
Audi e-tron GTAutomatic (A2),5,116945.0
Audi e-tron GTAutomatic (A2),6,118414.0
Audi e-tron GTAutomatic (A2),7,119883.0
Audi e-tron GTAutomatic (A2),8,121352.0
Audi e-tron GTAutomatic (A2),9,122821.0
Audi e-tron GTAutomatic (A2),10,124290.0
Audi e-tron GTAutomatic (A2),11,125759.0
Audi e-tron GTAutomatic (A2),12,127228.0
Audi RS e-tron GTAutomatic (A2),1,29999.0
Audi RS e-tron GTAutomatic (A2),2,59998.0
Audi RS e-tron GTAutomatic (A2),3,89997.0
Audi RS e-tron GTAutomatic (A2),4,119996.0
Audi RS e-tron GTAutomatic (A2),5,149995.0
Audi RS e-tron GTAutomatic (A2),6,151514.0
Audi RS e-tron GTAutomatic (A2),7,153033.0
Audi RS e-tron GTAutomatic (A2),8,154552.0
Audi RS e-tron GTAutomatic (A2),9,156071.0
Audi RS e-tron GTAutomatic (A2),10,157590.0
Audi RS e-tron GTAutomatic (A2),11,159109.0
Audi RS e-tron GTAutomatic (A2),12,160628.0
Porsche Taycan GTS STAutomatic (A2),1,28179.0
Porsche Taycan GTS STAutomatic (A2),2,56358.0
Porsche Taycan GTS STAutomatic (A2),3,84537.0
Porsche Taycan GTS STAutomatic (A2),4,112716.0
Porsche Taycan GTS STAutomatic (A2),5,140895.0
Porsche Taycan GTS STAutomatic (A2),6,142414.0
Porsche Taycan GTS STAutomatic (A2),7,143933.0
Porsche Taycan GTS STAutomatic (A2),8,145452.0
Porsche Taycan GTS STAutomatic (A2),9,146971.0
Porsche Taycan GTS STAutomatic (A2),10,148490.0
Porsche Taycan GTS STAutomatic (A2),11,150009.0
Porsche Taycan GTS STAutomatic (A2),12,151528.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),1,14699.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),2,29398.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),3,44097.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),4,58796.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),5,73495.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),6,75014.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),7,76533.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),8,78052.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),9,79571.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),10,81090.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),11,82609.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),12,84128.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),1,22279.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),2,44558.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),3,66837.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),4,89116.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),5,111395.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),6,112914.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),7,114433.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),8,115952.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),9,117471.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),10,118990.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),11,120509.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),12,122028.0
Porsche Taycan Perf BatteryAutomatic (A2),1,18059.0
Porsche Taycan Perf BatteryAutomatic (A2),2,36118.0
Porsche Taycan Perf BatteryAutomatic (A2),3,54177.0
Porsche Taycan Perf BatteryAutomatic (A2),4,72236.0
Porsche Taycan Perf BatteryAutomatic (A2),5,90295.0
Porsche Taycan Perf BatteryAutomatic (A2),6,91814.0
Porsche Taycan Perf BatteryAutomatic (A2),7,93333.0
Porsche Taycan Perf BatteryAutomatic (A2),8,94852.0
Porsche Taycan Perf BatteryAutomatic (A2),9,96371.0
Porsche Taycan Perf BatteryAutomatic (A2),10,97890.0
Porsche Taycan Perf BatteryAutomatic (A2),11,99409.0
Porsche Taycan Perf BatteryAutomatic (A2),12,100928.0
Audi e-tron quattroAutomatic (A1),1,18199.0
Audi e-tron quattroAutomatic (A1),2,36398.0
Audi e-tron quattroAutomatic (A1),3,54597.0
Audi e-tron quattroAutomatic (A1),4,72796.0
Audi e-tron quattroAutomatic (A1),5,90995.0
Audi e-tron quattroAutomatic (A1),6,92514.0
Audi e-tron quattroAutomatic (A1),7,94033.0
Audi e-tron quattroAutomatic (A1),8,95552.0
Audi e-tron quattroAutomatic (A1),9,97071.0
Audi e-tron quattroAutomatic (A1),10,98590.0
Audi e-tron quattroAutomatic (A1),11,100109.0
