level_0,index,Vehicle,All_MPG,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Fuel_Rate,Text2,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range,EngineType,Year,VehicleBrand,VehicleModel,IsLuxuryBrand
950,950,"Mercedes-Benz AMG SL55 4matic Plus 4.0 L, 8 cyl, Automatic 9-spd, Turbo",16MPG1421combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,21,6.2 gal/100 mi,,4100,137400,18.6 barrels/yr,546 grams/mile,296,Regular Gasoline,2022,Mercedes-Benz,"AMG SL55 4matic Plus 4.0 L, 8 cyl, Automatic 9-spd, Turbo",Yes
951,951,"Mercedes-Benz AMG SL63 4matic Plus 4.0 L, 8 cyl, Automatic 9-spd, Turbo",16MPG1421combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,21,6.2 gal/100 mi,,4100,178100,18.6 barrels/yr,546 grams/mile,296,Regular Gasoline,2022,Mercedes-Benz,"AMG SL63 4matic Plus 4.0 L, 8 cyl, Automatic 9-spd, Turbo",Yes
952,952,"Aston Martin DBX V8 4.0 L, 8 cyl, Automatic 9-spd, Turbo",16MPG1420combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,20,6.2 gal/100 mi,,4100,0,18.6 barrels/yr,556 grams/mile,0,Regular Gasoline,2022,Aston Martin,"DBX V8 4.0 L, 8 cyl, Automatic 9-spd, Turbo",Yes
953,953,"Chevrolet Camaro 6.2 L, 8 cyl, Manual 6-spd, Supercharger",16MPG1420combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,20,6.2 gal/100 mi,,4100,69000,18.6 barrels/yr,562 grams/mile,304,Regular Gasoline,2022,Chevrolet,"Camaro 6.2 L, 8 cyl, Manual 6-spd, Supercharger",No
954,954,"Chevrolet Suburban 2WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1420combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,20,6.2 gal/100 mi,,4100,72700,18.6 barrels/yr,542 grams/mile,448,Regular Gasoline,2022,Chevrolet,"Suburban 2WD 6.2 L, 8 cyl, Automatic 10-spd",No
955,955,"Chevrolet Suburban 2WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1420combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,20,6.2 gal/100 mi,,4100,72700,18.6 barrels/yr,547 grams/mile,448,Regular Gasoline,2022,Chevrolet,"Suburban 2WD 6.2 L, 8 cyl, Automatic 10-spd",No
956,956,"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1420combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,20,6.2 gal/100 mi,,4100,70000,18.6 barrels/yr,542 grams/mile,384,Regular Gasoline,2022,Chevrolet,"Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",No
957,957,"Chevrolet Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1420combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,20,6.2 gal/100 mi,,4100,70000,18.6 barrels/yr,547 grams/mile,384,Regular Gasoline,2022,Chevrolet,"Tahoe 2WD 6.2 L, 8 cyl, Automatic 10-spd",No
958,958,"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1420combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,20,6.2 gal/100 mi,,4100,69500,18.6 barrels/yr,542 grams/mile,384,Regular Gasoline,2022,GMC,"Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",No
959,959,"GMC Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1420combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,20,6.2 gal/100 mi,,4100,69500,18.6 barrels/yr,547 grams/mile,384,Regular Gasoline,2022,GMC,"Yukon 2WD 6.2 L, 8 cyl, Automatic 10-spd",No
960,960,"Infiniti QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",16MPG1420combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,20,6.2 gal/100 mi,,4100,83100,18.6 barrels/yr,552 grams/mile,416,Regular Gasoline,2022,Infiniti,"QX80 2WD 5.6 L, 8 cyl, Automatic (S7)",Yes
961,961,"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,104595,18.6 barrels/yr,548 grams/mile,384,Regular Gasoline,2022,Cadillac,"Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",Yes
962,962,"Cadillac Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,104595,18.6 barrels/yr,547 grams/mile,384,Regular Gasoline,2022,Cadillac,"Escalade 2WD 6.2 L, 8 cyl, Automatic 10-spd",Yes
963,963,"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,107595,18.6 barrels/yr,568 grams/mile,384,Regular Gasoline,2022,Cadillac,"Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",Yes
964,964,"Cadillac Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,107595,18.6 barrels/yr,555 grams/mile,384,Regular Gasoline,2022,Cadillac,"Escalade 4WD 6.2 L, 8 cyl, Automatic 10-spd",Yes
965,965,"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,62800,18.6 barrels/yr,555 grams/mile,384,Regular Gasoline,2022,Chevrolet,"Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
966,966,"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,3300,62800,18.6 barrels/yr,555 grams/mile,384,Regular Gasoline,2022,Chevrolet,"Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
967,967,"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,3300,62800,18.6 barrels/yr,556 grams/mile,384,Regular Gasoline,2022,Chevrolet,"Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
968,968,"Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,3300,75700,18.6 barrels/yr,569 grams/mile,448,Regular Gasoline,2022,Chevrolet,"Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
969,969,"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,75700,18.6 barrels/yr,568 grams/mile,448,Regular Gasoline,2022,Chevrolet,"Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
970,970,"Chevrolet Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,75700,18.6 barrels/yr,555 grams/mile,448,Regular Gasoline,2022,Chevrolet,"Suburban 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
971,971,"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,73000,18.6 barrels/yr,568 grams/mile,384,Regular Gasoline,2022,Chevrolet,"Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
972,972,"Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,3300,73000,18.6 barrels/yr,556 grams/mile,384,Regular Gasoline,2022,Chevrolet,"Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
973,973,"Chevrolet Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,73000,18.6 barrels/yr,555 grams/mile,384,Regular Gasoline,2022,Chevrolet,"Tahoe 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
974,974,"GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,81900,18.6 barrels/yr,555 grams/mile,384,Regular Gasoline,2022,GMC,"Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
975,975,"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,3300,81900,18.6 barrels/yr,555 grams/mile,384,Regular Gasoline,2022,GMC,"Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
976,976,"GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,3300,81900,18.6 barrels/yr,550 grams/mile,384,Regular Gasoline,2022,GMC,"Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
977,977,"GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,3300,72500,18.6 barrels/yr,556 grams/mile,384,Regular Gasoline,2022,GMC,"Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
978,978,"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,72500,18.6 barrels/yr,568 grams/mile,384,Regular Gasoline,2022,GMC,"Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
979,979,"GMC Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,72500,18.6 barrels/yr,555 grams/mile,384,Regular Gasoline,2022,GMC,"Yukon 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
980,980,"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,72200,18.6 barrels/yr,562 grams/mile,448,Regular Gasoline,2022,GMC,"Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",No
981,981,"GMC Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,72200,18.6 barrels/yr,561 grams/mile,448,Regular Gasoline,2022,GMC,"Yukon XL 2WD 6.2 L, 8 cyl, Automatic 10-spd",No
982,982,"GMC Yukon XL 4WD 5.3 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,3300,75200,18.6 barrels/yr,569 grams/mile,448,Regular Gasoline,2022,GMC,"Yukon XL 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
983,983,"GMC Yukon XL 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,75200,18.6 barrels/yr,568 grams/mile,448,Regular Gasoline,2022,GMC,"Yukon XL 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
984,984,"GMC Yukon XL 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,75200,18.6 barrels/yr,555 grams/mile,448,Regular Gasoline,2022,GMC,"Yukon XL 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
985,985,"Land Rover Defender 110 5.0 L, 8 cyl, Automatic (S8), Supercharger",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,112200,18.6 barrels/yr,563 grams/mile,381,Regular Gasoline,2022,Land Rover,"Defender 110 5.0 L, 8 cyl, Automatic (S8), Supercharger",Yes
986,986,"Land Rover Range Rover SVA 5.0 L, 8 cyl, Automatic (S8), Supercharger",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,186700,18.6 barrels/yr,569 grams/mile,440,Regular Gasoline,2022,Land Rover,"Range Rover SVA 5.0 L, 8 cyl, Automatic (S8), Supercharger",Yes
987,987,"Nissan Armada 2WD 5.6 L, 8 cyl, Automatic (S7)",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,66200,18.6 barrels/yr,558 grams/mile,416,Regular Gasoline,2022,Nissan,"Armada 2WD 5.6 L, 8 cyl, Automatic (S7)",No
988,988,"Porsche Cayenne Turbo 4.0 L, 8 cyl, Automatic (S8), Turbo",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,129900,18.6 barrels/yr,553 grams/mile,379,Regular Gasoline,2022,Porsche,"Cayenne Turbo 4.0 L, 8 cyl, Automatic (S8), Turbo",Yes
989,989,"Porsche Cayenne Turbo GT Coupe 4.0 L, 8 cyl, Automatic (S8), Turbo",16MPG1419combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,19,6.2 gal/100 mi,,4100,180800,18.6 barrels/yr,555 grams/mile,379,Regular Gasoline,2022,Porsche,"Cayenne Turbo GT Coupe 4.0 L, 8 cyl, Automatic (S8), Turbo",Yes
990,990,"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1418combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,18,6.2 gal/100 mi,,4100,62800,18.6 barrels/yr,555 grams/mile,384,Regular Gasoline,2022,Chevrolet,"Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
991,991,"Chevrolet Silverado Mud Terrain Tires 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1418combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,18,6.2 gal/100 mi,,4100,0,18.6 barrels/yr,566 grams/mile,384,Regular Gasoline,2022,Chevrolet,"Silverado Mud Terrain Tires 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
992,992,"GMC Sierra Mud Terrain Tires 4WD 6.2 L, 8 cyl, Automatic 10-spd",16MPG1418combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,18,6.2 gal/100 mi,,4100,0,18.6 barrels/yr,566 grams/mile,384,Regular Gasoline,2022,GMC,"Sierra Mud Terrain Tires 4WD 6.2 L, 8 cyl, Automatic 10-spd",No
993,993,"McLaren Automotive 765LT Spider 4.0 L, 8 cyl, Automatic (AM-S7), Turbo",16MPG1418combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,18,6.2 gal/100 mi,,4100,382500,18.6 barrels/yr,565 grams/mile,0,Regular Gasoline,2022,McLaren,"Automotive 765LT Spider 4.0 L, 8 cyl, Automatic (AM-S7), Turbo",Yes
994,994,"Porsche 911 GT3 4.0 L, 6 cyl, Manual 6-spd",16MPG1418combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,18,6.2 gal/100 mi,,4100,161100,18.6 barrels/yr,571 grams/mile,270,Regular Gasoline,2022,Porsche,"911 GT3 4.0 L, 6 cyl, Manual 6-spd",Yes
995,995,"Porsche 911 GT3 Touring 4.0 L, 6 cyl, Manual 6-spd",16MPG1418combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,18,6.2 gal/100 mi,,4100,161100,18.6 barrels/yr,570 grams/mile,270,Regular Gasoline,2022,Porsche,"911 GT3 Touring 4.0 L, 6 cyl, Manual 6-spd",Yes
996,996,"Mercedes-Benz G550 4.0 L, 8 cyl, Automatic 9-spd, Turbo",16MPG1417combined city/hwycityhwy6.2 gal/100 mi,16,MPG,14,17,6.2 gal/100 mi,,4100,139900,18.6 barrels/yr,569 grams/mile,0,Regular Gasoline,2022,Mercedes-Benz,"G550 4.0 L, 8 cyl, Automatic 9-spd, Turbo",Yes
997,997,"Cadillac CT5 V 6.2 L, 8 cyl, Automatic (S10), Supercharger",16MPG1322combined city/hwycityhwy6.2 gal/100 mi,16,MPG,13,22,6.2 gal/100 mi,,4100,50095,18.6 barrels/yr,557 grams/mile,272,Regular Gasoline,2022,Cadillac,"CT5 V 6.2 L, 8 cyl, Automatic (S10), Supercharger",Yes
998,998,"Dodge Challenger SRT 6.2 L, 8 cyl, Automatic 8-spd, Supercharger",16MPG1322combined city/hwycityhwy6.2 gal/100 mi,16,MPG,13,22,6.2 gal/100 mi,,4100,86645,18.6 barrels/yr,546 grams/mile,296,Regular Gasoline,2022,Dodge,"Challenger SRT 6.2 L, 8 cyl, Automatic 8-spd, Supercharger",No
999,999,"Chevrolet Camaro 6.2 L, 8 cyl, Automatic (S10), Supercharger",16MPG1321combined city/hwycityhwy6.2 gal/100 mi,16,MPG,13,21,6.2 gal/100 mi,,4100,69000,18.6 barrels/yr,571 grams/mile,304,Regular Gasoline,2022,Chevrolet,"Camaro 6.2 L, 8 cyl, Automatic (S10), Supercharger",No
1000,1000,"Dodge Challenger SRT 6.2 L, 8 cyl, Manual 6-spd, Supercharger",16MPG1321combined city/hwycityhwy6.2 gal/100 mi,16,MPG,13,21,6.2 gal/100 mi,,4100,86645,18.6 barrels/yr,567 grams/mile,296,Regular Gasoline,2022,Dodge,"Challenger SRT 6.2 L, 8 cyl, Manual 6-spd, Supercharger",No
1001,1001,"Dodge Challenger SRT Widebody 6.2 L, 8 cyl, Manual 6-spd, Supercharger",16MPG1321combined city/hwycityhwy6.2 gal/100 mi,16,MPG,13,21,6.2 gal/100 mi,,4100,84640,18.6 barrels/yr,567 grams/mile,296,Regular Gasoline,2022,Dodge,"Challenger SRT Widebody 6.2 L, 8 cyl, Manual 6-spd, Supercharger",No
1002,1002,"BMW M760i xDrive Sedan 6.6 L, 12 cyl, Automatic (S8), Turbo",16MPG1320combined city/hwycityhwy6.2 gal/100 mi,16,MPG,13,20,6.2 gal/100 mi,,4100,0,18.6 barrels/yr,570 grams/mile,330,Regular Gasoline,2022,BMW,"M760i xDrive Sedan 6.6 L, 12 cyl, Automatic (S8), Turbo",Yes
1003,1003,"Maserati Ghibli Trofeo 3.8 L, 8 cyl, Automatic 8-spd, Turbo",16MPG1320combined city/hwycityhwy6.2 gal/100 mi,16,MPG,13,20,6.2 gal/100 mi,,4100,110600,18.6 barrels/yr,560 grams/mile,338,Regular Gasoline,2022,Maserati,"Ghibli Trofeo 3.8 L, 8 cyl, Automatic 8-spd, Turbo",Yes
1004,1004,"Maserati Levante Modena V8 3.8 L, 8 cyl, Automatic 8-spd, Turbo",16MPG1320combined city/hwycityhwy6.2 gal/100 mi,16,MPG,13,20,6.2 gal/100 mi,,4100,115400,18.6 barrels/yr,562 grams/mile,338,Regular Gasoline,2022,Maserati,"Levante Modena V8 3.8 L, 8 cyl, Automatic 8-spd, Turbo",Yes
1005,1005,"Maserati Levante Trofeo 3.8 L, 8 cyl, Automatic 8-spd, Turbo",16MPG1320combined city/hwycityhwy6.2 gal/100 mi,16,MPG,13,20,6.2 gal/100 mi,,4100,153100,18.6 barrels/yr,562 grams/mile,338,Regular Gasoline,2022,Maserati,"Levante Trofeo 3.8 L, 8 cyl, Automatic 8-spd, Turbo",Yes
1006,1006,"Maserati Quattroporte Trofeo 3.8 L, 8 cyl, Automatic 8-spd, Turbo",16MPG1320combined city/hwycityhwy6.2 gal/100 mi,16,MPG,13,20,6.2 gal/100 mi,,4100,143200,18.6 barrels/yr,560 grams/mile,338,Regular Gasoline,2022,Maserati,"Quattroporte Trofeo 3.8 L, 8 cyl, Automatic 8-spd, Turbo",Yes
1007,1007,"Ford Bronco Raptor 4WD 3.0 L, 6 cyl, Automatic (S10), Turbo",15MPG1516combined city/hwycityhwy6.7 gal/100 mi,15,MPG,15,16,6.7 gal/100 mi,,3550,68500,19.8 barrels/yr,577 grams/mile,312,Regular Gasoline,2022,Ford,"Bronco Raptor 4WD 3.0 L, 6 cyl, Automatic (S10), Turbo",No
1008,1008,"Ford F150 RAPTOR 37 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",15MPG1516combined city/hwycityhwy6.7 gal/100 mi,15,MPG,15,16,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,578 grams/mile,390,Regular Gasoline,2022,Ford,"F150 RAPTOR 37 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",No
1009,1009,"Chevrolet Silverado Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 8-spd",15MPG1418combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,18,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,577 grams/mile,360,Regular Gasoline,2022,Chevrolet,"Silverado Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 8-spd",No
1010,1010,"Ford F150 RAPTOR 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",15MPG1418combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,18,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,593 grams/mile,390,Regular Gasoline,2022,Ford,"F150 RAPTOR 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",No
1011,1011,"GMC Sierra Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 8-spd",15MPG1418combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,18,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,577 grams/mile,360,Regular Gasoline,2022,GMC,"Sierra Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 8-spd",No
1012,1012,"Chevrolet Silverado 4WD ZR2 6.2 L, 8 cyl, Automatic 10-spd",15MPG1417combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,17,6.7 gal/100 mi,,4350,67600,19.8 barrels/yr,588 grams/mile,360,Regular Gasoline,2022,Chevrolet,"Silverado 4WD ZR2 6.2 L, 8 cyl, Automatic 10-spd",No
1013,1013,"Chevrolet Silverado Cab Chassis 2WD 5.3 L, 8 cyl, Automatic 8-spd",15MPG1417combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,583 grams/mile,0,Regular Gasoline,2022,Chevrolet,"Silverado Cab Chassis 2WD 5.3 L, 8 cyl, Automatic 8-spd",No
1014,1014,"Chevrolet Silverado Cab Chassis 4WD 5.3 L, 8 cyl, Automatic 8-spd",15MPG1417combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,589 grams/mile,0,Regular Gasoline,2022,Chevrolet,"Silverado Cab Chassis 4WD 5.3 L, 8 cyl, Automatic 8-spd",No
1015,1015,"Chevrolet Silverado Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 10-spd",15MPG1417combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,585 grams/mile,360,Regular Gasoline,2022,Chevrolet,"Silverado Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
1016,1016,"Chevrolet Silverado Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 10-spd",15MPG1417combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,581 grams/mile,360,Regular Gasoline,2022,Chevrolet,"Silverado Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
1017,1017,"GMC Sierra Cab Chassis 2WD 5.3 L, 8 cyl, Automatic 8-spd",15MPG1417combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,583 grams/mile,0,Regular Gasoline,2022,GMC,"Sierra Cab Chassis 2WD 5.3 L, 8 cyl, Automatic 8-spd",No
1018,1018,"GMC Sierra Cab Chassis 4WD 5.3 L, 8 cyl, Automatic 8-spd",15MPG1417combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,589 grams/mile,0,Regular Gasoline,2022,GMC,"Sierra Cab Chassis 4WD 5.3 L, 8 cyl, Automatic 8-spd",No
1019,1019,"GMC Sierra Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 10-spd",15MPG1417combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,17,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,580 grams/mile,360,Regular Gasoline,2022,GMC,"Sierra Mud Terrain Tires 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
1020,1020,"Ford F150 RAPTOR 37 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",15MPG1416combined city/hwycityhwy6.7 gal/100 mi,15,MPG,14,16,6.7 gal/100 mi,,3550,0,19.8 barrels/yr,596 grams/mile,390,Regular Gasoline,2022,Ford,"F150 RAPTOR 37 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",No
1021,1021,"Cadillac CT5 V 6.2 L, 8 cyl, Manual 6-spd, Supercharger",15MPG1321combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,21,6.7 gal/100 mi,,4350,50095,19.8 barrels/yr,573 grams/mile,255,Regular Gasoline,2022,Cadillac,"CT5 V 6.2 L, 8 cyl, Manual 6-spd, Supercharger",Yes
1022,1022,"Dodge Challenger SRT Widebody 6.2 L, 8 cyl, Automatic 8-spd, Supercharger",15MPG1321combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,21,6.7 gal/100 mi,,4350,84640,19.8 barrels/yr,572 grams/mile,278,Regular Gasoline,2022,Dodge,"Challenger SRT Widebody 6.2 L, 8 cyl, Automatic 8-spd, Supercharger",No
1023,1023,"Audi R8 Coupe 5.2 L, 10 cyl, Automatic (AM-S7)",15MPG1319combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,19,6.7 gal/100 mi,,4350,199800,19.8 barrels/yr,572 grams/mile,290,Regular Gasoline,2022,Audi,"R8 Coupe 5.2 L, 10 cyl, Automatic (AM-S7)",Yes
1024,1024,"Audi R8 Spyder 5.2 L, 10 cyl, Automatic (AM-S7)",15MPG1319combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,19,6.7 gal/100 mi,,4350,213500,19.8 barrels/yr,572 grams/mile,316,Regular Gasoline,2022,Audi,"R8 Spyder 5.2 L, 10 cyl, Automatic (AM-S7)",Yes
1025,1025,"Dodge Durango SRT AWD 6.4 L, 8 cyl, Automatic 8-spd",15MPG1319combined city/hwycityhwy6.7 gal/100 mi,15,MPG,13,19,6.7 gal/100 mi,,4350,68960,19.8 barrels/yr,584 grams/mile,369,Regular Gasoline,2022,Dodge,"Durango SRT AWD 6.4 L, 8 cyl, Automatic 8-spd",No
