Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range,EngineType
"2022 GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1620combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,16,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$40,000 – $81,900",17.5 barrels/yr,513 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 Ford Expedition Timberline AWD 3.5 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,17MPG1619combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,16,19,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$70,450",17.5 barrels/yr,523 grams/mile, 394 milesTotal Range,Regular Gasoline
"2022 Toyota 4Runner 2WD 4.0 L, 6 cyl, Automatic (S5), Regular Gasoline",,17MPG1619combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,16,19,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$38,105 – $47,690",17.5 barrels/yr,503 grams/mile, 391 milesTotal Range,Regular Gasoline
"2022 Toyota 4Runner 4WD 4.0 L, 6 cyl, Automatic (S5), Regular Gasoline",,17MPG1619combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,16,19,,combined city/hwy,city,hwy,5.9 gal/100 mi,16.5,,"$3,100","$39,980 – $52,920",17.5 barrels/yr,515 grams/mile, 391 milesTotal Range,Regular Gasoline
"2022 Toyota 4Runner 4WD 4.0 L, 6 cyl, Automatic (S5), Regular Gasoline",,17MPG1619combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,16,19,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$39,980 – $52,920",17.5 barrels/yr,519 grams/mile, 391 milesTotal Range,Regular Gasoline
"2022 Chevrolet Colorado ZR2 4WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,17MPG1618combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,16,18,,combined city/hwy,city,hwy,5.9 gal/100 mi,19.2,,"$3,100","$42,600 – $44,200",17.5 barrels/yr,529 grams/mile, 357 milesTotal Range,Regular Gasoline
"2022 Chevrolet Silverado Mud Terrain Tires 4WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,17MPG1618combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,16,18,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100", ,17.5 barrels/yr,522 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 GMC Sierra Mud Terrain Tires 4WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,17MPG1618combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,16,18,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100", ,17.5 barrels/yr,522 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 Ford Bronco Badlands 4WD 2.3 L, 4 cyl, Manual 7-spd, Turbo, Regular Gasoline",,17MPG1617combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,16,17,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$44,495 – $46,590",17.5 barrels/yr,538 grams/mile, 287 - 354 milesTotal Range,Regular Gasoline
"2022 Ram 1500 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",,17MPG1522combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,22,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,550","$36,500 – $62,785",17.5 barrels/yr,514 grams/mile, 391 - 442 milesTotal Range,Regular Gasoline
"2022 Audi SQ7 4.0 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$88,500 – $93,500",17.5 barrels/yr,522 grams/mile, 382 milesTotal Range,Regular Gasoline
"2022 Audi SQ8 4.0 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$93,500 – $99,700",17.5 barrels/yr,522 grams/mile, 382 milesTotal Range,Regular Gasoline
"2022 BMW Alpina XB7 4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$141,300",17.5 barrels/yr,517 grams/mile, 372 milesTotal Range,Regular Gasoline
"2022 BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850", ,17.5 barrels/yr,523 grams/mile,Range not available,Regular Gasoline
"2022 BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$142,000",17.5 barrels/yr,522 grams/mile, 342 milesTotal Range,Regular Gasoline
"2022 BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$103,700",17.5 barrels/yr,523 grams/mile, 342 milesTotal Range,Regular Gasoline
"2022 BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$139,500",17.5 barrels/yr,522 grams/mile, 342 milesTotal Range,Regular Gasoline
"2022 BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$130,000",17.5 barrels/yr,522 grams/mile, 342 milesTotal Range,Regular Gasoline
"2022 BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$130,000",17.5 barrels/yr,522 grams/mile, 342 milesTotal Range,Regular Gasoline
"2022 BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$99,800",17.5 barrels/yr,517 grams/mile, 372 milesTotal Range,Regular Gasoline
"2022 Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850", ,17.5 barrels/yr,509 grams/mile, 372 milesTotal Range,Regular Gasoline
"2022 Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850", ,17.5 barrels/yr,521 grams/mile,Range not available,Regular Gasoline
"2022 Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$130,700",17.5 barrels/yr,520 grams/mile, 403 milesTotal Range,Regular Gasoline
"2022 Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$179,800 – $190,200",17.5 barrels/yr,525 grams/mile, 403 milesTotal Range,Regular Gasoline
"2022 Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,550","$40,000 – $66,285",17.5 barrels/yr,523 grams/mile, 391 - 442 milesTotal Range,Regular Gasoline
"2022 Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,550","$29,650 – $43,740",17.5 barrels/yr,519 grams/mile,Range not available,Regular Gasoline
"2022 Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",,17MPG1521combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,21,,combined city/hwy,city,hwy,5.9 gal/100 mi,15.9,,"$3,550","$36,510 – $47,240",17.5 barrels/yr,526 grams/mile,Range not available,Regular Gasoline
"2022 Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$204,500 – $309,000",17.5 barrels/yr,520 grams/mile, 405 milesTotal Range,Regular Gasoline
"2022 BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$70,100",17.5 barrels/yr,519 grams/mile, 292 milesTotal Range,Regular Gasoline
"2022 BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850", ,17.5 barrels/yr,519 grams/mile, 292 milesTotal Range,Regular Gasoline
"2022 BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$73,600",17.5 barrels/yr,519 grams/mile, 292 milesTotal Range,Regular Gasoline
"2022 BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850", ,17.5 barrels/yr,519 grams/mile, 292 milesTotal Range,Regular Gasoline
"2022 Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$38,400 – $62,800",17.5 barrels/yr,522 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$38,400 – $62,800",17.5 barrels/yr,529 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$38,400 – $62,800",17.5 barrels/yr,521 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$52,400 – $72,700",17.5 barrels/yr,534 grams/mile, 476 milesTotal Range,Regular Gasoline
"2022 Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$52,400 – $72,700",17.5 barrels/yr,527 grams/mile, 476 milesTotal Range,Regular Gasoline
"2022 Chevrolet Tahoe 2WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$49,700 – $70,000",17.5 barrels/yr,534 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 Chevrolet Tahoe 2WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$49,700 – $70,000",17.5 barrels/yr,527 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 Chevrolet Tahoe 4WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$52,700 – $73,000",17.5 barrels/yr,527 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 8-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$40,000 – $81,900",17.5 barrels/yr,521 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 8-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$40,000 – $81,900",17.5 barrels/yr,523 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 GMC Sierra 4WD 6.2 L, 8 cyl, Automatic 10-spd, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$40,000 – $81,900",17.5 barrels/yr,529 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 GMC Yukon 2WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$51,600 – $69,500",17.5 barrels/yr,534 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 GMC Yukon 2WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$51,600 – $69,500",17.5 barrels/yr,527 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 GMC Yukon 4WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$54,600 – $72,500",17.5 barrels/yr,527 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 GMC Yukon XL 2WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$54,300 – $72,200",17.5 barrels/yr,534 grams/mile, 476 milesTotal Range,Regular Gasoline
"2022 GMC Yukon XL 2WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$54,300 – $72,200",17.5 barrels/yr,527 grams/mile, 476 milesTotal Range,Regular Gasoline
"2022 Nissan Titan 4WD PRO4X 5.6 L, 8 cyl, Automatic (S9), Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$51,700 – $55,970",17.5 barrels/yr,517 grams/mile, 442 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Turbo 3.7 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$174,300",17.5 barrels/yr,516 grams/mile, 299 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Turbo Cabriolet 3.7 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$187,100",17.5 barrels/yr,521 grams/mile, 299 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Turbo S 3.7 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$207,000",17.5 barrels/yr,517 grams/mile, 299 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Turbo S Cabriolet 3.7 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$219,800",17.5 barrels/yr,528 grams/mile, 299 milesTotal Range,Regular Gasoline
"2022 Porsche Cayenne Turbo Coupe 4.0 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$133,500",17.5 barrels/yr,531 grams/mile, 403 milesTotal Range,Regular Gasoline
"2022 Porsche Panamera GTS ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,17MPG1520combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$136,900",17.5 barrels/yr,520 grams/mile, 403 milesTotal Range,Regular Gasoline
"2022 Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1519combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,19,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$38,400 – $62,800",17.5 barrels/yr,526 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 Ford Expedition Timberline AWD 3.5 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,17MPG1519combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,19,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$70,450",17.5 barrels/yr,523 grams/mile, 394 milesTotal Range,Regular Gasoline
"2022 GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1519combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,19,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$40,000 – $81,900",17.5 barrels/yr,529 grams/mile, 408 milesTotal Range,Regular Gasoline
"2022 Porsche Cayenne GTS 4.0 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1519combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,19,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$109,000",17.5 barrels/yr,533 grams/mile, 403 milesTotal Range,Regular Gasoline
"2022 Porsche Cayenne GTS Coupe 4.0 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1519combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,19,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$111,700",17.5 barrels/yr,525 grams/mile, 403 milesTotal Range,Regular Gasoline
"2022 Chevrolet Silverado Cab Chassis 2WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1518combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,18,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100", ,17.5 barrels/yr,536 grams/mile,Range not available,Regular Gasoline
"2022 GMC Sierra Cab Chassis 2WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,17MPG1518combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,15,18,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100", ,17.5 barrels/yr,536 grams/mile,Range not available,Regular Gasoline
"2022 Audi R8 Coupe RWD 5.2 L, 10 cyl, Automatic (AM-S7), Premium Gasoline",,17MPG1423combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,23,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$148,700",17.5 barrels/yr,518 grams/mile, 372 milesTotal Range,Regular Gasoline
"2022 Audi R8 Spyder RWD 5.2 L, 10 cyl, Automatic (AM-S7), Premium Gasoline",,17MPG1423combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,23,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$160,900",17.5 barrels/yr,518 grams/mile, 359 milesTotal Range,Regular Gasoline
"2022 Dodge Challenger 6.4 L, 8 cyl, Manual 6-spd, Premium Gasoline",,17MPG1423combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,23,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$30,430 – $45,055",17.5 barrels/yr,523 grams/mile, 314 milesTotal Range,Regular Gasoline
"2022 Dodge Challenger Widebody 6.4 L, 8 cyl, Manual 6-spd, Premium Gasoline",,17MPG1423combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,23,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$51,050",17.5 barrels/yr,523 grams/mile, 314 milesTotal Range,Regular Gasoline
"2022 Aston Martin DB11 V12 5.2 L, 12 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1422combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,22,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850", ,17.5 barrels/yr,522 grams/mile, 348 milesTotal Range,Regular Gasoline
"2022 Aston Martin DBS 5.2 L, 12 cyl, Automatic (S8), Turbo, Premium Gasoline",,17MPG1422combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,22,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850", ,17.5 barrels/yr,522 grams/mile,Range not available,Regular Gasoline
"2022 Dodge Durango AWD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",,17MPG1422combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,22,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,550","$39,760 – $57,160",17.5 barrels/yr,533 grams/mile, 418 milesTotal Range,Regular Gasoline
"2022 Dodge Durango RWD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",,17MPG1422combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,22,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,550","$37,760 – $55,160",17.5 barrels/yr,525 grams/mile, 418 milesTotal Range,Regular Gasoline
"2022 Ford Mustang Mach 1 5.0 L, 8 cyl, Manual 6-spd, Regular Gasoline",,17MPG1422combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,22,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,100","$55,270",17.5 barrels/yr,523 grams/mile, 272 milesTotal Range,Regular Gasoline
"2022 Jeep Grand Cherokee 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",,17MPG1422combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,22,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,550","$40,325 – $64,780",17.5 barrels/yr,533 grams/mile,Range not available,Regular Gasoline
"2022 Jeep Grand Cherokee L 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",,17MPG1422combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,22,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,550","$42,325 – $66,780",17.5 barrels/yr,533 grams/mile,Range not available,Regular Gasoline
"2022 Jeep Grand Wagoneer 4WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,17MPG1420combined city/hwycityhwy5.9 gal/100 mi,,17,MPG,14,20,,combined city/hwy,city,hwy,5.9 gal/100 mi,,,"$3,850","$87,995 – $107,995",17.5 barrels/yr,537 grams/mile,Range not available,Regular Gasoline
"2022 Land Rover Range Rover Sport SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger, Premium Gasoline",,16MPG1520combined city/hwycityhwy6.2 gal/100 mi,,16,MPG,15,20,,combined city/hwy,city,hwy,6.2 gal/100 mi,,,"$4,100","$115,500 – $130,000",18.6 barrels/yr,540 grams/mile, 442 milesTotal Range,Regular Gasoline
"2022 Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,16MPG1519combined city/hwycityhwy6.2 gal/100 mi,,16,MPG,15,19,,combined city/hwy,city,hwy,6.2 gal/100 mi,,,"$3,300","$38,400 – $62,800",18.6 barrels/yr,545 grams/mile, 384 milesTotal Range,Regular Gasoline
"2022 Chevrolet Suburban 4WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,16MPG1519combined city/hwycityhwy6.2 gal/100 mi,,16,MPG,15,19,,combined city/hwy,city,hwy,6.2 gal/100 mi,,,"$3,300","$55,400 – $75,700",18.6 barrels/yr,554 grams/mile, 448 milesTotal Range,Regular Gasoline
"2022 Ferrari F8 Tributo 3.9 L, 8 cyl, Automatic (AM7), Turbo, Premium Gasoline",,16MPG1519combined city/hwycityhwy6.2 gal/100 mi,,16,MPG,15,19,,combined city/hwy,city,hwy,6.2 gal/100 mi,,,"$4,100", ,18.6 barrels/yr,541 grams/mile,Range not available,Regular Gasoline
"2022 GMC Sierra 4WD 5.3 L, 8 cyl, Automatic 10-spd, Regular Gasoline",,16MPG1519combined city/hwycityhwy6.2 gal/100 mi,,16,MPG,15,19,,combined city/hwy,city,hwy,6.2 gal/100 mi,,,"$3,300","$40,000 – $81,900",18.6 barrels/yr,545 grams/mile, 384 milesTotal Range,Regular Gasoline
