Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range,EngineType
"2022 Buick Enclave FWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$42,800 – $55,100",14.2 barrels/yr,424 grams/mile, 399 milesTotal Range,Regular Gasoline
"2022 Cadillac CT5 AWD 3.0 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100", ,14.2 barrels/yr,419 grams/mile, 357 milesTotal Range,Regular Gasoline
"2022 Cadillac CT5 V AWD 3.0 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100", ,14.2 barrels/yr,419 grams/mile, 357 milesTotal Range,Regular Gasoline
"2022 Cadillac XT5 AWD 3.6 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$45,995 – $55,895",14.2 barrels/yr,424 grams/mile, 462 milesTotal Range,Regular Gasoline
"2022 Ford Explorer RWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo, Regular Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$35,510 – $53,775",14.2 barrels/yr,428 grams/mile, 424 milesTotal Range,Regular Gasoline
"2022 Lincoln Aviator RWD 3.0 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,21MPG1826combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,26,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$51,780 – $57,675",14.2 barrels/yr,424 grams/mile, 424 milesTotal Range,Regular Gasoline
"2022 Audi RS 5 Coupe 2.9 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$75,900",14.2 barrels/yr,430 grams/mile, 321 milesTotal Range,Regular Gasoline
"2022 Audi RS 5 Sportback 2.9 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$76,200",14.2 barrels/yr,431 grams/mile, 321 milesTotal Range,Regular Gasoline
"2022 Cadillac XT6 AWD 3.6 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$50,595 – $58,295",14.2 barrels/yr,433 grams/mile, 462 milesTotal Range,Regular Gasoline
"2022 Chevrolet Colorado 2WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$25,200 – $34,800",14.2 barrels/yr,424 grams/mile, 441 milesTotal Range,Regular Gasoline
"2022 Dodge Durango AWD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$39,760 – $57,160",14.2 barrels/yr,427 grams/mile, 517 milesTotal Range,Regular Gasoline
"2022 GMC Canyon 2WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$26,800 – $41,200",14.2 barrels/yr,424 grams/mile, 441 milesTotal Range,Regular Gasoline
"2022 Jeep Grand Cherokee L 4WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,19.0,,"$2,550","$42,325 – $66,780",14.2 barrels/yr,430 grams/mile,Range not available,Regular Gasoline
"2022 Jeep Grand Cherokee WK 4WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$38,905 – $44,850",14.2 barrels/yr,427 grams/mile, 517 milesTotal Range,Regular Gasoline
"2022 Lexus RX 350 L AWD 3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$50,150 – $56,150",14.2 barrels/yr,432 grams/mile, 403 milesTotal Range,Regular Gasoline
"2022 Mercedes-Benz AMG GLC43 4matic 3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$59,900",14.2 barrels/yr,430 grams/mile, 365 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera S 3.0 L, 6 cyl, Manual 7-spd, Turbo, Premium Gasoline",,21MPG1825combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,25,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$117,100",14.2 barrels/yr,425 grams/mile, 355 milesTotal Range,Regular Gasoline
"2022 Honda Ridgeline AWD 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,21MPG1824combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$38,140 – $45,570",14.2 barrels/yr,441 grams/mile, 410 milesTotal Range,Regular Gasoline
"2022 Jeep Cherokee Trailhawk 4WD 3.2 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,21MPG1824combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,18,24,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$2,550","$37,545",14.2 barrels/yr,432 grams/mile, 332 milesTotal Range,Regular Gasoline
"2022 Lexus LS 500 AWD 3.4 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,21MPG1727combined city/hwycityhwy4.8 gal/100 mi,,21,MPG,17,27,,combined city/hwy,city,hwy,4.8 gal/100 mi,,,"$3,100","$79,350 – $82,950",14.2 barrels/yr,432 grams/mile, 456 milesTotal Range,Regular Gasoline
"2022 Ford Bronco 4WD 2.3 L, 4 cyl, Manual 7-spd, Turbo, Regular Gasoline",,20MPG2021combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,20,21,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$31,300 – $51,225",14.9 barrels/yr,439 grams/mile, 338 - 416 milesTotal Range,Regular Gasoline
"2022 Ford Bronco 4WD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG2021combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,20,21,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$31,300 – $51,225",14.9 barrels/yr,437 grams/mile, 338 - 416 milesTotal Range,Regular Gasoline
"2022 Land Rover Discovery Sport 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,20MPG1923combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$42,375 – $47,425",14.9 barrels/yr,437 grams/mile, 476 milesTotal Range,Regular Gasoline
"2022 Chevrolet Silverado 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,20MPG1922combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$33,800 – $59,000",14.9 barrels/yr,441 grams/mile, 480 milesTotal Range,Regular Gasoline
"2022 Chevrolet Silverado 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,20MPG1922combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$33,800 – $59,000",14.9 barrels/yr,441 grams/mile, 480 milesTotal Range,Regular Gasoline
"2022 GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,20MPG1922combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$35,400 – $62,800",14.9 barrels/yr,441 grams/mile, 480 milesTotal Range,Regular Gasoline
"2022 GMC Sierra 2WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,20MPG1922combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$35,400 – $62,800",14.9 barrels/yr,441 grams/mile, 480 milesTotal Range,Regular Gasoline
"2022 Toyota Tacoma 4WD 2.7 L, 4 cyl, Automatic (S6), Regular Gasoline",,20MPG1922combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$30,225 – $43,480",14.9 barrels/yr,441 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Ford Explorer Timberline AWD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1921combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,19,21,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$48,320",14.9 barrels/yr,445 grams/mile, 358 milesTotal Range,Regular Gasoline
"2022 Ford Explorer RWD 3.0 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1825combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$35,510 – $53,775",14.9 barrels/yr,437 grams/mile, 404 milesTotal Range,Regular Gasoline
"2022 Kia Stinger RWD 3.3 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,20MPG1825combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$36,290 – $51,490",14.9 barrels/yr,437 grams/mile, 318 milesTotal Range,Regular Gasoline
"2022 Maserati Ghibli GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,20MPG1825combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$76,200",14.9 barrels/yr,436 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Maserati Ghibli Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,20MPG1825combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$80,900",14.9 barrels/yr,436 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Aston Martin DB11 V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$217,000 – $233,200",14.9 barrels/yr,431 grams/mile, 410 milesTotal Range,Regular Gasoline
"2022 Aston Martin Vantage V8 4.0 L, 8 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$143,900 – $179,800",14.9 barrels/yr,435 grams/mile, 386 milesTotal Range,Regular Gasoline
"2022 Ford Explorer AWD 3.0 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,18.2,,"$2,650","$37,510 – $55,775",14.9 barrels/yr,444 grams/mile, 404 milesTotal Range,Regular Gasoline
"2022 Ford Explorer AWD 3.0 L, 6 cyl, Automatic 10-spd, Turbo, Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$37,510 – $55,775",14.9 barrels/yr,445 grams/mile, 404 milesTotal Range,Regular Gasoline
"2022 Ford F150 Pickup 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$30,870 – $76,975",14.9 barrels/yr,436 grams/mile, 460 - 520 milesTotal Range,Regular Gasoline
"2022 Nissan Frontier 2WD 3.8 L, 6 cyl, Automatic (S9), Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$28,690 – $35,120",14.9 barrels/yr,444 grams/mile, 420 milesTotal Range,Regular Gasoline
"2022 Porsche 718 Cayman GT4 4.0 L, 6 cyl, Automatic (AM-S7), Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$101,200 – $141,700",14.9 barrels/yr,436 grams/mile, 338 milesTotal Range,Regular Gasoline
"2022 Porsche 718 Spyder 4.0 L, 6 cyl, Automatic (AM-S7), Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$98,300",14.9 barrels/yr,436 grams/mile, 338 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$101,200",14.9 barrels/yr,443 grams/mile, 338 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$108,500",14.9 barrels/yr,442 grams/mile, 352 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera 4 Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$121,300",14.9 barrels/yr,443 grams/mile, 352 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$114,000",14.9 barrels/yr,443 grams/mile, 338 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Targa 4 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$121,300",14.9 barrels/yr,442 grams/mile, 352 milesTotal Range,Regular Gasoline
"2022 Porsche Panamera 2.9 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$88,400 – $101,900",14.9 barrels/yr,441 grams/mile, 474 milesTotal Range,Regular Gasoline
"2022 Porsche Panamera 4 2.9 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$93,000 – $106,000",14.9 barrels/yr,441 grams/mile, 474 milesTotal Range,Regular Gasoline
"2022 Porsche Panamera 4S 2.9 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$106,400",14.9 barrels/yr,445 grams/mile, 474 milesTotal Range,Regular Gasoline
"2022 Toyota Tundra 2WD 3.4 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$35,950 – $62,120",14.9 barrels/yr,441 grams/mile,Range not available,Regular Gasoline
"2022 Volkswagen Atlas 3.6 L, 6 cyl, Automatic (S8), Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$34,335 – $40,255",14.9 barrels/yr,445 grams/mile, 372 milesTotal Range,Regular Gasoline
"2022 Volkswagen Atlas Cross Sport 3.6 L, 6 cyl, Automatic (S8), Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$33,635 – $39,555",14.9 barrels/yr,435 grams/mile, 372 milesTotal Range,Regular Gasoline
"2022 Volkswagen Atlas Cross Sport 4motion 3.6 L, 6 cyl, Automatic (S8), Regular Gasoline",,20MPG1824combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,24,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$35,535 – $50,805",14.9 barrels/yr,443 grams/mile, 372 milesTotal Range,Regular Gasoline
"2022 Ford F150 Pickup 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$35,885 – $80,435",14.9 barrels/yr,444 grams/mile, 460 - 520 milesTotal Range,Regular Gasoline
"2022 Genesis GV80 AWD 3.5 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$56,100 – $77,200",14.9 barrels/yr,448 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Jeep Wrangler 2dr 4WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$29,995 – $42,000",14.9 barrels/yr,440 grams/mile, 350 milesTotal Range,Regular Gasoline
"2022 Jeep Wrangler 4dr 4WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$34,045 – $79,595",14.9 barrels/yr,443 grams/mile, 430 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera 4S 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$124,400",14.9 barrels/yr,443 grams/mile, 352 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera 4S Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$137,200",14.9 barrels/yr,439 grams/mile, 352 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera S 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$117,100",14.9 barrels/yr,441 grams/mile, 338 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera S Cabriolet 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$129,900",14.9 barrels/yr,439 grams/mile, 338 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Targa 4S 3.0 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$137,200",14.9 barrels/yr,442 grams/mile, 352 milesTotal Range,Regular Gasoline
"2022 Porsche Panamera 4 ST 2.9 L, 6 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$99,200",14.9 barrels/yr,441 grams/mile, 474 milesTotal Range,Regular Gasoline
"2022 Toyota Tundra 2WD 3.4 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,20MPG1823combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,23,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$35,950 – $62,120",14.9 barrels/yr,440 grams/mile,Range not available,Regular Gasoline
"2022 Toyota Tacoma 4WD 3.5 L, 6 cyl, Automatic (S6), Regular Gasoline",,20MPG1822combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,18,22,,combined city/hwy,city,hwy,5.0 gal/100 mi,19.6,,"$2,650","$30,225 – $43,480",14.9 barrels/yr,448 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Genesis G80 AWD 3.5 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,20MPG1726combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,26,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$51,400 – $63,700",14.9 barrels/yr,439 grams/mile, 386 milesTotal Range,Regular Gasoline
"2022 Alfa Romeo Giulia 2.9 L, 6 cyl, Automatic 8-spd, Turbo, Premium Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$43,350 – $78,830",14.9 barrels/yr,436 grams/mile, 306 milesTotal Range,Regular Gasoline
"2022 BMW M550i xDrive Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250", ,14.9 barrels/yr,439 grams/mile, 360 milesTotal Range,Regular Gasoline
"2022 BMW M850i xDrive Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo, Premium Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$99,900",14.9 barrels/yr,442 grams/mile, 360 milesTotal Range,Regular Gasoline
"2022 Buick Enclave AWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$44,800 – $57,100",14.9 barrels/yr,448 grams/mile, 440 milesTotal Range,Regular Gasoline
"2022 Chevrolet Traverse AWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$35,700 – $53,400",14.9 barrels/yr,448 grams/mile,Range not available,Regular Gasoline
"2022 Chrysler Pacifica AWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$44,120 – $56,840",14.9 barrels/yr,450 grams/mile, 380 milesTotal Range,Regular Gasoline
"2022 Genesis G70 AWD 3.3 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$39,875 – $54,750",14.9 barrels/yr,447 grams/mile, 316 milesTotal Range,Regular Gasoline
"2022 Jeep Wrangler 2dr 4WD 3.6 L, 6 cyl, Manual 6-spd, Regular Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$29,995 – $42,000",14.9 barrels/yr,446 grams/mile, 350 milesTotal Range,Regular Gasoline
"2022 Lexus IS 500 5.0 L, 8 cyl, Automatic (S8), Premium Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$56,850 – $67,400",14.9 barrels/yr,451 grams/mile, 348 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera 4S 3.0 L, 6 cyl, Manual 7-spd, Turbo, Premium Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$124,400",14.9 barrels/yr,442 grams/mile, 352 milesTotal Range,Regular Gasoline
"2022 Porsche 911 Carrera S Cabriolet 3.0 L, 6 cyl, Manual 7-spd, Turbo, Premium Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$3,250","$129,900",14.9 barrels/yr,443 grams/mile, 338 milesTotal Range,Regular Gasoline
"2022 Ram 1500 Classic 2WD 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,20MPG1725combined city/hwycityhwy5.0 gal/100 mi,,20,MPG,17,25,,combined city/hwy,city,hwy,5.0 gal/100 mi,,,"$2,650","$29,650 – $43,740",14.9 barrels/yr,450 grams/mile,Range not available,Regular Gasoline
